work_id,title,author,rating,category,fandom,relationship,character,additional tags,language,published,status,status date,words,chapters,comments,kudos,bookmarks,hits,all_kudos,all_bookmarks,body
44968453,Chessboard,['Jessicorn1'],General Audiences,F/M,The Last Hours Series - Cassandra Clare,Cordelia Carstairs/James Herondale,"Cordelia Carstairs, James Herondale","February Ficlet Challenge, February Ficlet Challenge 2023, Day 5 Prompt, Roadtrip/backpacking, Jordelia, Post-Canon, Honeymoon, Chess, Ficlet",English,2023-02-12,Completed,2023-02-12,234,1/1,null,14,null,417,"['thegirlofthorns', 'Moongirl3', 'Yaraaaw', 'ginger_snapped', 'studyingromance', 'mundaneworld', 'julesblackthorntho', 'Obsessionsaremylife']",[],
44956264,The King's Gambit,['tired_celestial'],General Audiences,M/M,Twisted-Wonderland (Video Game),Malleus Draconia/Leona Kingscholar,"Malleus Draconia, Leona Kingscholar","Secret Relationship, Rivals to Lovers, Valentine's Day, Chess Metaphors, Implied making out, Twisted Valentines 2023",English,2023-02-12,Completed,2023-02-12,"2,664",1/1,13,126,10,"1,106","['Tee_heehee', 'Poginiano', 'Rest_In_Peace_4th_Wall', 'leeblackisback', 'bustedbusted', 'chichiwritez', 'floydcuddles', 'Flowerbloomer', 'CoreOfCats', 'Fumichie', 'vanishu', 'GreenAppleBling', 'Life_is_hard', 'symmetriarum', 'NightmareMasquerade', 'youremy_uni_verse', 'Hallow_Studio', 'krmilia', 'ThatOneFangirl190', 'Snowgem33', 'Vewillys', 'Microwave_On_Fire', 'BeterotoltoColossal', 'dpmobabe', 'Lizyoulater12', 'Krystal_G', 'H3rec0mesa_thought', 'VendettaX13', 'battygoth', 'HauntedFae', 'Devilbeast', 'Satr_Meteor', 'Smidt_Fox', 'vermilionrd', 'Chaunders', 'HangryPoro', 'Avgenty', 'MargCat', 'Elux', 'Yexers', 'Kiara_Puti', '42blackcats', 'WealthyBeans', 'inkwellisles', 'KittyFin', 'NikkiLeo', 'Zerenea', 'Kogi3seven', 'It_Tokyo', 'Gem_cat']",[],
44941081,Check and Mates,['HematiteBadger'],General Audiences,Gen,Ghosts (TV 2019),"Button House Ghosts & Mike (Ghosts TV 2019), Alison & Button House Ghosts (Ghosts TV 2019)","Mike (Ghosts TV 2019), Alison (Ghosts TV 2019), Robin (Ghosts TV 2019), Julian Fawcett","Chess, Arguing",English,2023-02-11,Completed,2023-02-11,519,1/1,14,36,3,166,"['KirkyPet', 'Jessup', 'Tweed_And_Oxfords', 'Wolfstar4evr', 'existencialvoidofexistence', 'monkeydonkey', 'legoquigonjinn', 'Sporthb1', 'DefNotMothman', 'Jojo4000', 'theseconddoctor', 'pizzaremix', 'Oldest_Sport', 'isxbella', 'dragonsofyore', 'DrEggSandwich', 'ladybitewit', 'Sheepyblue', 'vex_ing', 'fullborn', 'zackmc7', 'singlecrow', 'useyourtelescope', 'matt_murdick', 'whalebone', 'CousinShelley', 'Selena', 'Eccentric_Hat', 'nomadicwriter']",[],
44801335,Touche Kirigiri,['Izumeno'],General Audiences,Other,"Dangan Ronpa Series, Dangan Ronpa: Trigger Happy Havoc",Enoshima Junko & Kirigiri Kyoko,"Kirigiri Kyouko, Enoshima Junko","Chess, Rain, Character Study, Pre-Canon, Alternate Universe - Pre-Canon, Late at Night",English,2023-02-05,Completed,2023-02-05,"1,529",1/1,2,10,null,94,"['Kirikyona', 'ioucos', 'jack_of_n0_trades', 'UCalamity', 'Pjosudr1', 'QuantumnLeo']",[],
44762059,[Podfic] Recovery,['ArashiPodfics'],General Audiences,M/M,"Fire Emblem: Fuukasetsugetsu | Fire Emblem: Three Houses, Fire Emblem Series",Felix Hugo Fraldarius/Sylvain Jose Gautier,"Felix Hugo Fraldarius, Sylvain Jose Gautier","Chess, Injury Recovery, Banter, Games, Chess Metaphors, Fluff, Azure Moon | Blue Lions Route (Fire Emblem: Three Houses), Podfic, Podfic & Podficced Works, Podfic Length: 0-10 Minutes, Audio Format: MP3, Audio Format: M4B, Audio Format: Streaming",English,2023-02-03,Completed,2023-02-03,24,1/1,null,6,null,98,"['solitaire', 'just_thinking_drabbles']",[],
44749679,More Than We Let On,['AllTheLokisWelcome7'],General Audiences,Gen,Kingdom Hearts (Video Games),"Eraqus & Xehanort (Kingdom Hearts), Bragi & Eraqus (Kingdom Hearts)","Xehanort (Kingdom Hearts), Bragi (Kingdom Hearts), Eraqus (Kingdom Hearts), Luxu (Kingdom Hearts)","Mystery, Rivalry, Mind Games, Intellectual Rivalry, Battle of Wits, Theories, Speculation, Manipulation, Body snatching, What-If, Open Ending, Character Study, Chess, KH3 Chess Cutscenes, Kingdom Hearts Dark Road",English,2023-02-03,Completed,2023-02-03,"1,679",1/1,9,34,3,203,"['Ana57', 'A_Misplaced_Alphabet', 'AcatnamedPhil', 'SailorGamer23', 'GameBoyHamazing', 'Mister_Timelord', 'Natileroxs', 'Ilovesquidworms', 'Eexis', 'CelesteA_99', 'The_Superior_Inbetween', 'lemonblossom', 'PoLaD', 'Mikasasos', 'Mood_coded', 'EarthBorn93', 'TransformersAutobotDragon1', 'yellowrabbit', 'flowerbit', 'CoriShadowfang', 'seasalt_sacrifice', 'Starlight_Wayfinder', 'HybridKylin']",[],
44716636,The Simple Life,['TheStarGayzingEtherianCollection (TheStarGayzingEtherian)'],General Audiences,F/F,She-Ra and the Princesses of Power (2018),Netossa/Spinnerella (She-Ra),"Netossa (She-Ra), Spinnerella (She-Ra)","Fluff, Post-Canon, Dinner, Married Couple, Canon Married Couple, Cuddling, Food, Chess, Post-She-Ra and the Princesses of Power (2018) Season 5, Canon couple, Noodles",English,2023-02-01,Completed,2023-02-01,"1,425",1/1,7,12,1,142,"['martinjh99', 'anaiscasablanca4', 'bAR7O', 'Ace_17_24', 'CanadianBear', 'InkAlmond', 'Roast_Beef_Flavoured_KoolAid', 'Anne_0f_Green_Gayybles', 'emtor1027']",[],
44703040,"Chess, Pitfalls, and Monotony",['Quarchivist'],General Audiences,Other,Blox Cards,"Ghealeach & Braxton, Ghealeach & Yuki, Ghealeach & Gaius, Ghealeach & Ren, Ghealeach & Siegmund, Ghealeach & Doregriffon, Ghealeach & Ghosdeeri, Siegmund & Ren, Ghealeach & Epic Duck, Epic Duck & Prophet, Ghealeach & Bloatware, Ghealeach & Geomancer","Ghealeach (Blox Cards), Siegmund (Blox Cards), Epic Duck (Blox Cards), Braxton (Blox Cards), Gaius (Blox Cards), Ren (Blox Cards), Geomancer (Blox Cards), Yuki (Blox Cards), Herrus (Blox Cards), Bloatware (Databrawl), Doregriffon (The Robots), Prophet (Roblox: HOURS), Ghosdeeri (Blox Cards), Quan (Blox Cards)","Crack, Fluff, Tired Ghealeach (Blox Cards), Ghealeach's last name is Qamari because I say so, Siegmund's last name is Grand becaause same, Good friend Geomancer (Blox Cards), The Author Regrets Nothing, Chess, Implied Celastia being Paraselene Goddess, Prophet's full name is ""Spearlight"" Endritch Doomdestine Caeseworth because it's actually true",English,2023-02-01,Completed,2023-02-01,"3,901",1/1,6,3,null,57,[],[],
44659516,Vanishing Act,['VoiidVagabond'],General Audiences,M/M,X-Men (Alternate Timeline Movies),Erik Lehnsherr/Charles Xavier,"Erik Lehnsherr, Charles Xavier","Post-X-Men: Dark Phoenix (2019), Fluff and Angst, Chess, god their chess matches are so gay wtf, Hopeful, Charles Xavier in a Wheelchair, Canon Disabled Character, Telepathy, not me writing them like a vulcan bonded couple, no beta we simply perish",English,2023-01-30,Completed,2023-01-30,"3,093",1/1,3,59,6,349,"['Rotting_crow', 'GuenVanHelsing', 'Sunshine_17', 'theappletree', 'Nonomineko94', 'RyeWinchester2', 'mm_2106', 'Drowninginmarsbars', 'AnneRelish', 'Starlit_Rainz', 'kireiflora', 'LM_HM_PK', 'batteryat80percent', 'Slytherin_Centaur', 'AkaBaka01', 'YurGhostHost', 'IDEKwhatmynameisgonnabeso', 'honey_youre_familiar', 'lesbianpaulmccartney', 'crushedl1ttlestars', 'rosamundwatson', 'LunaMargaret', 'Tickle_yojevoL', 'Oxsa05', 'OwlVirya', 'moonlightbookgirl', 'spoodlefrp', 'idyll58', 'singularcheesestick', 'GuestNumberZero', 'boppifer', '03612360', 'Sammiey', 'IreneADonovan', 'val_aquenta', 'Mataolma', 'Iwillshipuman69', 'YourYodaStilesIs']",[],
44589538,"crunchbarcutiepie Official Story #2, Woozi's Dramatic Chess Tournament",['crunchbarcutiepie'],General Audiences,,SEVENTEEN (Band),,Lee Jihoon | Woozi,Chess,English,2023-01-28,Completed,2023-01-28,319,1/1,null,null,null,28,[],[],
44589169,"crunchbarcutiepie Official Story #1, The Chess House",['crunchbarcutiepie'],General Audiences,,"Video Blogging RPF, NCT (Band)",mark lee/ clay | dream,"Mark Lee (NCT), Clay | Dream (Video Blogging RPF)","Female Mark Lee (NCT), Chess",English,2023-01-28,Completed,2023-01-28,261,1/1,4,3,null,80,[],[],
44558698,variant drakona,['ria_mia'],General Audiences,M/M,bangtansonyeondan | Bangtan Boys | BTS,Jeon Jungkook/Kim Taehyung | V,"Kim Taehyung | V, Jeon Jungkook","Fluff, Romance, Chess, Alternate Universe, vigu shakhmatisty!, druz'ia detstva, ot druzei k vozliublennym, flaff",Russkii,2023-01-26,Completed,2023-01-26,"1,811",1/1,null,10,null,55,"['Theeve', 'mentallydatedraco', 'awwtae', 'cheese_roll']",[],
44501275,Hilda VS Frida 2: Smothered Mate,['Tawan2000'],General Audiences,Gen,Hilda (Cartoon),,"Hilda (Hilda), David (Hilda), Frida (Hilda), Alfur (Hilda), Kaisa | The Librarian (Hilda)","Chess, Rematch, Revenge, Sequel",English,2023-01-24,Completed,2023-01-24,"1,590",1/1,1,5,1,116,[],[],
44318236,Chess Buddies,['Fanfiction_Gremlin'],General Audiences,Gen,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,Midoriya Izuku & Nedzu,"UA staff - Character, Nedzu (My Hero Academia), Midoriya Izuku, Midoriya Inko","One Shot, Alternate Universe - Canon Divergence, ua staff is scared, as they should be, Midoriya Izuku & Nedzu Friendship, Nedzu Training Midoriya Izuku, Chaotic Nedzu (My Hero Academia), Scary Nedzu (My Hero Academia), Midoriya Izuku Needs A Hug, Chatting & Messaging, Online Friendship, Chess, My First Fanfic",English,2023-01-16,Completed,2023-01-16,"1,925",1/1,16,"1,002",128,"5,296","['StancyMcKatt', 'zombii_flwer', 'For_the_LOVE_of_Severus', 'steidz', 'GenderH2O', 'MisfortuneTheFox', 'diospore', 'Kinnylically', 'Yoli_25', 'Mccmac34', 'Haruka22', 'CrazyTech', 'Capture_weapon_insomniac', 'Leonoralesso0302', 'Reading_is_therapie', 'wizzuku', 'Newhere08', 'Araksoo', 'McKennaH67', 'anonymous_xx', 'HaruxLD23', 'Jennikles', 'AwesomeAnimePrincess', 'Orchid_Dreamer', 'Eldritch_Lurker', 'Black_Alma', 'The_lovely_rose', 'Turtlely_Awesome', 'Tomato_impatience', 'OceansidesAndValentines', 'IzumiRikotto', 'Tristan_ross_collins', 'Katlir', 'Insomnia_is_always', 'Catacorn500', 'NowWhatGuys', 'ErisMistyCloudLune4', 'NaomiMurillo666', 'Stark68Olicity', 'Alex_the_bilingual', 'Highfunctioningbookaholic', 'Cute_dandelion', 'Heart701', 'gpg3400', 'Iwijnakker', '1Chronic_Pessimist1', 'Victoy', 'AelinAbby', 'Jo3yx', 'Noodles_for_ever']",[],
44238614,Surprising turn at the chess game,['Petit_Erik'],General Audiences,F/M,"Le Fantome de l'Opera | Phantom of the Opera & Related Fandoms, Le Fantome de l'Opera | Phantom of the Opera - Gaston Leroux, Phantom of the Opera - Lloyd Webber, Phantom of the Opera (2004), Phantom - Susan Kay, The Phantom of the Opera (TV 1990), The Phantom of the Opera (1925), Love Never Dies - Lloyd Webber",Christine Daae/Erik | Phantom of the Opera,"Erik | Phantom of the Opera, Christine Daae, Original Characters, Original Child Character(s)","Friendship, New Year's Eve, Chess, Fluff",English,2023-01-13,Completed,2023-01-13,"1,084",1/1,null,3,1,104,[],[],
44182561,Partia szachow,['czarna_pantera'],General Audiences,Gen,Harry Potter - J. K. Rowling,"Minerva McGonagall & Severus Snape, Hogwarts Staff & Severus Snape","Minerva McGonagall, Severus Snape, Albus Dumbledore, Aurora Sinistra, Septima Vector, Charity Burbage, Silvanus Kettleburn, Rolanda Hooch","Gap-Filler, Character Study, Friendship, Canon Compliant, Angst, Chess, Community: Mirriel",Polski,2023-01-10,Completed,2023-01-10,"6,736",1/1,3,18,1,141,"['idiot_mechanism', 'enjoying_pancakes', 'Arossa', 'Cosmic_Tears', 'NatiSnark0901', 'Lady_Snape', 'Tamsadii', 'Evaneska28', 'Mosku', 'Ndsxrab', 'wankat', 'lastfloristten', 'VictoriaNitt', 'Artsaev']",[],
44149471,Conscience of the King,['Tealightful'],General Audiences,Gen,"Dream SMP, Minecraft (Video Game)","Jschlatt & Toby Smith | Tubbo, Toby Smith | Tubbo & TommyInnit","Toby Smith | Tubbo, Jschlatt (Video Blogging RPF), TommyInnit (Video Blogging RPF)","Chess, Angst, Hurt No Comfort, Canon Compliant, Emotional/Psychological Abuse, Manberg | Manburg on Dream Team SMP (Video Blogging RPF), Post-Traumatic Stress Disorder - PTSD, Canon Typical Mental Health Issues",English,2023-01-09,Completed,2023-01-09,"2,217",1/1,8,19,3,159,"['Xyrin24', 'IronRoseWriter', 'HasenandDragons12', 'CloudDragon', 'singular_queer_magpie', 'jahikoda', 'solchu', 'SadxFace', 'parchmentandblade', 'Fossegrimen56', 'dead_eye_stare', 'Toobweekqt', 'idktaku', 'apollossbitch', 'Aquaura']",[],
44128786,someone to spend time with (something to calm my mind with),['lunasquared'],General Audiences,Gen,"X-Men - All Media Types, X-Men (Movieverse), X-Men (Alternate Timeline Movies)",Erik Lehnsherr & Pietro Maximoff,"Pietro Maximoff, Erik Lehnsherr","dadneto, Father-Son Relationship, Pietro Maximoff Goes by Peter, Pietro Maximoff Feels, Pietro Maximoff Needs a Hug, he doesn't get one tho sorry, Parent Erik Lehnsherr, Good Erik Lehnsherr, Protective Erik Lehnsherr, Erik Lehnsherr Knows Pietro Maximoff is His Child, Hurt/Comfort, Angst with a Happy Ending, Fluff and Angst, Chess, Pietro Maximoff Angst, Erik Is Trying His Best, no beta we die like my sleep schedule because of dadneto, Arguments",English,2023-01-08,Completed,2023-01-08,"1,740",1/1,12,169,21,"1,846","['ag5473', 'ViciousPossum35', 'OiledDictionary', 'Smoonstyle', 'yoonpete', 'arghatakei', 'tugboat_03', 'Etoilemauve', 'Twinight_Mouse', 'annelie8', 'FairyLuna', 'Patchworkkdoll', 'mithrilbookofmystery', 'AngryCaveGremlin', 'sarnilo', 'emaz0225', 'CookieAndBread', 'spidermaul', 'idiot_but_passionate', 'DuckDuckSoup', 'Cinnamas', 'ValKeye', 'pietrxmaximff', 'Jikoga', 'PhantomCrow2theend96', 'affectionatelyyyy', 'Jack_Of_The_Cards', 'arkams', 'Acrawlingcatapiller', 'Iowbwy', 'jadegreengemini', 'WolfMeister', 'Musescore101', 'torturedpoetsdepartment5', 'PopeTheNope', 'MysticMoon6', 'Frog_22', 'Syrius3008', 'Diamond_dusky', 'Empress_of_Dragons', 'laikawriter', 'Ozymqndias', 'marlene_estrella', 'Rosemarie_221', 'LadyRiza', 'ghxvlish', 'SunFlower_r', 'IamX23', 'half_baked_assassin', 'Shadow_Llama']",[],
44114943,"You're Sheltered, Sunflower",['kiwitooth'],General Audiences,F/M,"Dong Jing Wan ribenziya-zu | Tokyo Revengers (Manga), Dong Jing Wan ribenziya-zu | Tokyo Revengers (Anime)",Kakuchou (Tokyo Revengers)/Reader,"Kakuchou (Tokyo Revengers), Koko | Kokonoi Hajime, Haitani Rindou, Haitani Ran, Shiba Hakkai, Sano Emma, Baji Keisuke, Suzuki Makoto, Yamagishi Kazushi","Alternate Universe - High School, Tokyo Revengers Manga Spoilers, High School, Fluff, Comedy, Romantic Comedy, Tagalog, Tag-lish, Chess, Enemies to Lovers, Rivalry",Filipino,2023-01-07,Completed,2023-01-07,"4,068",1/1,null,null,null,86,[],[],
43875219,mSHHk hmlKHym / Almvg KHhn,['Sfarim'],General Audiences,"F/M, Gen, M/M","lb hm`gl - krn lndsmn | The Heart of the Circle - Keren Landsman, X-Men (Movieverse)",,,"Chess Metaphors, Mentors, Politics, Israel au, `bryt | Hebrew",`bryt,2023-01-05,Completed,2023-01-05,"4,183",1/1,null,1,null,27,['Laudatio'],[],
44080731,"Rook to C3, Checkmate",['shnuffeluv'],General Audiences,Gen,The Mysterious Benedict Society (TV),"Constance Contraire & Ledroptha Curtain | Nathaniel Benedict, Nicholas Benedict & Ledroptha Curtain | Nathaniel Benedict","Constance Contraire, Ledroptha Curtain | Nathaniel Benedict, Nicholas Benedict","Chess, Bets & Wagers, Found Family, villain is roped into found family shenanigans, doesn't hate it as much as claimed",English,2023-01-05,Completed,2023-01-05,"2,127",1/1,6,15,1,119,"['Awritingstory', 'MurdockHawkeye', 'seirve', 'celestiasupremacyyy', 'jccarter', 'Thecroftersbear', 'Ericine', 'MysteriousDeviant', 'KaiSenju', 'EliteGeek_08']",[],
43979487,More Trouble Than They're Worth,['ambigrueity'],General Audiences,Gen,Twisted-Wonderland (Video Game),"Jack Howl & Leona Kingscholar, Epel Felmier & Leona Kingscholar, Deuce Spade & Leona Kingscholar, Ace Trappola & Leona Kingscholar, Leona Kingscholar & Yuu | Player","Leona Kingscholar, Ruggie Bucchi, Jack Howl, Deuce Spade, Ace Trappola, Epel Felmier, Yuu | Player (Twisted-Wonderland)","Gender-Neutral Yuu | Player (Twisted-Wonderland), They/Them Pronouns for Yuu | Player (Twisted-Wonderland), Leona Kingscholar being a Dad, First Year Gang Shenannigans, tbh idk how to tag this, Platonic Relationships, Leona admit you care challenge, Play Fighting, Epel being a badass, Chess, Deuce being a momma's boy, Ace Trappola Being Ace Trappola, Single Dad Leona Kingscholar",English,2023-01-01,Completed,2023-01-05,"7,102",5/5,118,494,74,"4,569","['rina_ystala', 'Im_Kimi', 'Dream_bo', 'LittleKitty101', 'Songlissner_marco13', 'NovaBakugouMultiFan', 'kokenku', 'Thecroftersbear', 'sau_corner', 'TeddySmith', 'rootie910', 'minetaphobic', 'Dorado_Mahariel', 'Reaper_666', 'HereComesTheCup', 'SagittariusOphielia', 'codeplush', 'the_ace_reader', 'AgenderAgenda', 'Chuuya_is_waifu', 'rayeeeeeeeeee', 'SkyBlueViolet_Tink12', 'RagingTempest', 'Zazibine', 'playgrounds', 'N_Benitez', 'jazzies_writing', 'TimeTravler777master', 'Rosie_Chocolatrie', 'Meownonymous', 'Knight_Of_Breath', 'Argentum_Nyx', 'AbsentAphelion', 'luvm0cca', 'hobbitfalls', 'lovearchived', 'Flowerbloomer', 'chikunimi', 'Cielo_Lionflower', 'timetomakeanewdream', 'thatgaymentallyillthing', 'Bloodyenderhound', 'pogin', 'ML4444', 'bo00osh', 'SadgeCamps', 'Shadowwwolf78', 'AceOrSpades', 'dragona7747', 'AliMagica10']",[],
44065011,chess on a friday,['valiantlybold'],General Audiences,,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,Midoriya Izuku & Nedzu,"Midoriya Izuku, Nedzu (My Hero Academia)","Alternate Universe, taskmaster!izuku, Chess, Developing Friendships, izuku is lonely and wants a friend, Quirkless Midoriya Izuku",English,2023-01-04,Completed,2023-01-04,"1,069",1/1,3,177,8,"1,210","['Parilya', 'Araksoo', 'SleepySentinel', 'cilstar', 'Diana_Soot', 'rottingghost', 'Strangerdangerinstinct_whodat', 'AelinAbby', 'wrobelsolos', 'Numien', 'Wintermedow', 'OcArAiO', 'art_nina178', 'Mo_morgue', 'Lou_Jean_110619', 'OrchidBloom', 'Vakarrus', 'Anubis88', 'Splutzie', 'Terrorfecta', 'AetherLime', 'Valentine_53', 'OnyxX', 'Crazy_Howler', 'Solara_raid', 'Lets_get_it_ONNNnN', 'Millberry_5', 'Mya0_0', 'Well_then_Captain', 'bumble_b00', 'Tjplantz', 'DUCHY_tsk', 'user_123123', 'cosmodiorr', 'HetBird', 'whatthedubbs', 'amberAmulet', 'Thewildgayness', 'Beastly_Pancake', 'EclipticCeleste', 'VampireDuckie', 'BittzyFalcon', 'Supernaturally_addicted', 'Bittersweet_endings', 'andmoreoddities', 'Punzi22', 'Beanie_Tim', 'Truchis33', 'Millyloutay203', 'Savaton']",[],
43972588,the truth is stranger than my own worst dreams,['Withstarryeyes'],General Audiences,Gen,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,Bakugou Katsuki & Midoriya Izuku,"Midoriya Izuku, Bakugou Katsuki","Parallel Universes, Ghosts, Midoriya Izuku is a Ghost, Vestiges, history played out in a different way, platonic bakudeku, Bakugou Katsuki & Midoriya Izuku are Best Friends, liminal spaces, New Years Eve, Chess, mcd kinda, Izuku is a ghost so his death is implied, Fate, Character Study, tbh I'm playing around with canon and y'all get to see the results, POV Third Person Limited",English,2022-12-31,Completed,2022-12-31,898,1/1,null,62,5,389,"['BlackyScorp', 'stellarosaria', 'blackandwhitelilies', 'call_me_jud3', 'Shairanna', 'AetherLime', 'tidal_cave', 'Bisexual_disaster12', 'sami1010220', 'Deku_kun_78', 'GigaChadess8170', 'Hellorandompeopleofthisworld', 'saturniidaemon', 'Caeli_tea', 'Lucy_Ichinose', 'AhhhbreathAhhh', 'KiroSann', 'just_a_hermit', 'Why_dont_ask_me', 'PixelizedGenocide', 'ethereaI_artemis', 'Emi21anti', 'manycatsandthings', 'Bonuscat', 'checkers65', 'givemebread', 'KaetheH311', 'Official_Book_Page', 'Nightfaaal', 'OuttaThePantry', 'Fruufruu', 'SadArchivedReads47', 'kamisama666', 'Lazyaddict31', '72_Blue', 'Jwackawie', 'ShortStack05', 'StandOnChildren', 'FluffyLemonPie', 'UndeadDoe', 'RatsStoleMyBones', 'Floralfatality', 'almahamour', 'ijustwannasleep24_7', 'dogwithatriangleface', 'AnEeRi', 'FandomAddicted', 'PantheraPardus5', 'TheEccentricDreamer', 'FrikinChikinWings']",[],
43905118,Queen Side Knight,['Galadriel1010'],General Audiences,Gen,Miss Fisher's Murder Mysteries (TV),"Phryne Fisher & Jack Robinson & Jane Ross, Jack Robinson & Jane Ross, Phryne Fisher & Jane Ross, Phryne Fisher & Jack Robinson","Prudence Stanley, Elizabeth MacMillan, Guy Stanley, Isabella Stanley","Chess, Found Family, Friendship, Pre-Relationship, 5+1 Things",English,2022-12-28,Completed,2022-12-28,"6,960",1/1,17,91,13,505,"['I_sHouseofStories', 'Def_II', 'Lady_Elizabeth_Jayne', 'Petrichor_and_Petrazar', 'LorileiG', 'tacticallytrainednuns', 'dontcallmebymyusername', 'SunshineandBitemarks', 'lostinthemultiverse', 'ronita', 'flying_fucks', 'Sunshinebunnie', 'notamused', 'Crowned_With_Stars', 'Badw0lf_6828', 'Rehearsal_Dweller', 'whatthefrickfrackpaddywhack', 'sandradee1495', 'Glamdroid', 'lifeismadeofrainbows', 'Pocketfamily', 'gnomebud', 'sanguine_bastet', 'emlof', 'too0many0fandoms', 'anniethepooh', 'troubledangelinthetimevortex', 'Mountainana', 'madmenfanatic', 'Cheshire_7523', 'gyozana', 'Bijoux53', 'haveaword', 'JoAryn', 'BlackQueen92', 'SuiGeneris221B', 'Frootchinator', 'Lady_Lola_Lu', 'Lisa_Dramuahc', 'miraculous_mermaid', 'Miss_Phryne_Alicia_Vane', 'batard_loaf', 'glamorouspixels', 'Emmeewee', 'AuntPru', 'Bellairian', 'whopooh', 'AStitchinTime', 'Morningtime', 'Kerrymomann']",[],
43812375,From the Heart,['Schattengestalt'],General Audiences,M/M,"Star Trek, Star Trek: The Original Series","James T. Kirk/Spock, James T. Kirk & Leonard ""Bones"" McCoy & Spock","Spock (Star Trek), James T. Kirk, Leonard ""Bones"" McCoy","Holidays, Celebrations, Gift Giving, Friendship, Crew as Family, Friends to Lovers, Chess, Fluff, First Kiss",English,2022-12-24,Completed,2022-12-24,"3,192",1/1,19,128,16,759,"['Zombiemaven', 'MoonNewt66', 'euseevius', 'InkyIbis', 'Hajimeichi_isMe', 'Tsukiko_Seiko', 'spiders_georg', 'Leafstide', 'NozomiMizore', 'Jewels9887', 'bloodyhalefire', 'bookvurm', 'LizDarcy83', 'hadto_wehadto', 'dafuqisft', 'ollybob', 'NewHorizons', 'Elanorsam', 'acollectionofdaydreams', 'CodaClown', 'AwkwardTurtle0Oo', 'bipidin', 'snapdragonsuplex', 'Flowerchild_2201', 'Fat_the_cat', 'empresshumboldt', 'SherlocksCat', 'ohstarchild', 'Leeishere', 'coffeeandfandoms', 'RikasGrayWolf', 'Snarrylover2', 'Reichan906', 'Plumicorns', 'PhoenixArrow', 'Birdie_Boy', 'Alexander_Rietveld', 'bacblack', 'entropys_humble_servant', 'aertho', 'ObsessedNerd', 'KateAndromeda', 'CrimsonFoxx443', 'LilGayNerd', 'HoodedIronLady', 'peachy_butt_fluff', 'diMPles04', 'leftygal', 'JennieZ128', 'Just_Yes']",[],
43545999,A Royal Rule,['scrimshaw'],General Audiences,"F/M, Gen",Through the Looking-Glass by Lewis Carroll,,"Red King, Red Queen","3 Sentence Ficathon, Actually 3 Sentences, Post-Canon, Chess, Puns & Word Play, Inspired by Novel, How Was Through the Looking Glass by Lewis Caroll Not a Fandom Already?",English,2022-12-23,Completed,2022-12-23,58,1/1,null,4,1,27,"['Eiriee', 'A_Little_Tea_Rat', 'tlh_in_tlh']",[],
43664386,Zhertva,['Jedith'],General Audiences,Gen,Jian noXie  | Ai no Kusabi (Anime),,"Raoul Am, Iason Mink","Missing Scene, Chess, Science Fiction, Science, Character Study",Russkii,2022-12-17,Completed,2022-12-17,"1,321",1/1,2,2,null,20,"['LikeIason', 'Ophelia_Olenski']",[],
43636383,First rule of chess club,['alchemicink'],General Audiences,Gen,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia (Anime & Manga),,"Kaminari Denki, Sero Hanta, Jirou Kyouka, Shinsou Hitoshi, Tokoyami Fumikage, Satou Rikidou","Humor, Crack, Chess, Board Games, Rated C for Chess Crimes",English,2022-12-15,Completed,2022-12-15,976,1/1,8,28,3,183,"['itsteatimelosers', 'PlatonicLoveForHeroesAndHeroism', 'WhyAllTheGoodNamesTaken', 'Izzy8104', 'Puzzles_are_fun', 'cchifuyu', 'Nanozero', 'ityoa', 'skytian', 'swimtime', 'Bellamia', 'rikki1875', 'SectorDweller', 'MalpaisQuanta', 'Foodmoon', 'Iguesssothenbitches', 'misteerie', 'pixel_bunny', 'Malalanaha', 'n_r', 'primmfaktor']",[],
43595748,"Games, East and West",['landofspaceandrainbows (cereus)'],General Audiences,M/M,The Lord of the Rings - J. R. R. Tolkien,Aragorn | Estel/Pippin Took,"Aragorn | Estel, Pippin Took","Games, Drinking Games, Chess, Canonical Character Death, Implied/Referenced Character Death, winter holidays, thou you distinction, formal and informal speech, Fluff, Pre-Slash",English,2022-12-13,Completed,2022-12-13,221,1/1,1,5,1,61,"['The_Bloodbane', 'russian_ficus', 'zeony', 'likethenight']",[],
43574613,Figuring him out,['Izumeno'],General Audiences,M/M,Dangan Ronpa - All Media Types,Naegi Makoto/Oma Kokichi,"Naegi Makoto, Oma Kokichi","Chess, Fluff, Established Relationship, Alternate Universe - Non-Despair (Dangan Ronpa), Ultimate Talent Development Plan (Dangan Ronpa)",English,2022-12-12,Completed,2022-12-12,999,1/1,2,34,3,241,"['Willow1243', 'sleepingtsuko', 'MaranWillHauntYou', 'NoyNayda', 'Slyphire', 'Adasko333', 'S0LARSAINT', 'hoppy854', 'Mistrile', 'DaughterOfEvil158', 'Scynopsis', 'Deadlyrose9086', 'Marigold_lilly', 'Popgirl7400', 'theman1917', 'simple_serenade', 'MAX333', 'SolailllB', 'bravelove']",[],
