work_id,title,author,rating,category,fandom,relationship,character,additional tags,language,published,status,status date,words,chapters,comments,kudos,bookmarks,hits,all_kudos,all_bookmarks,body
25554640,Detective Training,['orphan_account'],General Audiences,M/M,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,"Midoriya Izuku & Monoma Neito, Jirou Kyouka & Midoriya Izuku, Honenuki Juuzou & Midoriya Izuku, Izuku Midoriya & Secret, Class 1-A & Midoriya Izuku, Bakugou Katsuki/Kirishima Eijirou, Hagakure Tooru/Ojiro Mashirao","Midoriya Izuku, Monoma Neito, Honenuki Juuzou, Jirou Kyouka, Bakugou Katsuki, Yaoyorozu Momo, Tokage Setsuna, Kendou Itsuka, Tsunotori Pony, Ojiro Mashirao, Kirishima Eijirou, Iida Tenya, Uraraka Ochako, Asui Tsuyu, Tokoyami Fumikage, Kaminari Denki, Mineta Minoru, Komori Kinoko, Aoyama Yuuga, Ashido Mina, Awase Yousetsu, Kaibara Sen, Kamakiri Togaru, Kuroiro Shihai, Kodai Yui, Shiozaki Ibara, Shishida Juurouta, Sero Hanta, Todoroki Shouto, Tsuburaba Kousei, Tetsutetsu Tetsutetsu, Fukidashi Manga, Hagakure Tooru, Bondo Kojirou, Yanagi Reiko, Rin Hiryuu, Shouda Nirengeki, Kouda Kouji, Satou Rikidou, Shouji Mezou","King - Freeform, Queen - Freeform, rook, bishop - Freeform, Knight, pawns, lowkey chess fetish, chess obession, Chess, secret notes, Monoma Neito is a Good Friend, izuku midoriya is a genius, izuku midoriya is a fucking psychopath, like at least 1 death every chapter, death but not actually death, Villain Deku, Traitor, Training, Secret Villain, Plot Twist, Murder Mystery, Murderer, kiribaku, izuku and secret ship, Class 1-B - Freeform, class 1-a - Freeform, Boy x boy, Also a bit of shipping but not the main plot.",English,2020-07-27,Updated,2020-09-01,"13,259",9/23,62,785,171,"11,525","['kai_sparrow', 'Tsuki_no_mafuyu', 'Ziracrowshipper', 'Jelli_Cat', 'Cuddlebug3096', 'PennyNickelDime', 'kyr_killerqueen', 'Eia_143', 'Xharai', 'HelloMia', 'BlahLeafBlah', 'JustALittleGobblin', 'Shmi_Kenobi', 'LevitatingTesco', 'Aurum_Ann', 'IndominusFaith', 'insertcoolusername', 'Me4ever', 'ScpSchatzXD', 'Anonymous143215', 'kittoe_janeedistop', 'Tsukiyoko_Natsume27', 'Carina04', 'BernadetteAnick', 'NastyaNeiz', 'Ivaxius_Anantous', 'ChibiAlexir', 'Articx_Frost', 'shahwynmachurax', 'Fallen_Angeli', 'Mood123', 'Aroniac', '0Lizzard0', 'Glen4glee', 'Lazy_island', 'TheBV', 'NeptuneWing', 'XxGalaxy465xX', 'Coloso21', 'Moonpuddle', 'Kat_Violet', 'Aesthetic_Autopsy', 'Tanaka_Ryunosuke', 'kAthElyNe', 'Lov3L3tt3rs', 'grumpy_cat_lover', 'Mist_Myst', 'BlankThr', 'Alinafairy', 'highkeysuicidal']",[],
26239774,A Game of Bones,['GalaxyOwl13'],General Audiences,Gen,"Doctor Who, Doctor Who (1963)",,"Fourth Doctor, Fenric (Doctor Who)","Serial: s154 The Curse of Fenric, Chess, Chess Metaphors, POV Third Person, One Shot, Short One Shot, One Shot Collection, well it's part of one, Prompt Fill, Backstory",English,2020-09-01,Completed,2020-09-01,"1,338",1/1,1,3,null,51,['Jeanniebird'],[],
26066083,Chess,['FrozenWings'],General Audiences,Gen,Frozen (Disney Movies),"Anna & Elsa (Disney), Anna & Kristoff","Anna (Disney), Elsa (Disney), Kristoff (Disney), Kai (Disney: Frozen)","Game Night, Board Games, Chess, Fluff, fluffy fluffy fluff, Post-Frozen (2013), Pre-Frozen 2 (2019), Frohana (Disney), snow sisters",English,2020-08-26,Completed,2020-08-26,"2,716",1/1,2,39,5,419,"['tangerine_reads', 'Finsfall', 'jeangunnhildrentusiast', 'Ace_Ling40', 'Loser_club001', 'snow_flurry', 'FiammaGalathon', 'the_asexual_garlic_bread', 'fireandfolds', 'Symbermine', 'CodyHasNoLife', 'Korbi01', 'VindictiveSquirrel', 'Confused87', 'killerkittens22', 'Subtle_Shenanigans', 'E12', 'Platyperson', 'BlueLion', 'arcaeus13', 'Carbide', 'Kate0930', 'theragingstorm']",[],
26093131,Speechless,['unlucky_charms'],General Audiences,"F/M, M/M",Harry Potter - J. K. Rowling,"Sirius Black/Remus Lupin, Minor or Background Relationship(s), James Potter/Lily Evans Potter","Sirius Black, Remus Lupin, Lily Evans Potter, James Potter, Harry Potter (mentioned)","Strangers to Lovers, Love at First Sight, POV Sirius Black, Alternate Universe - Coffee Shops & Cafes, Alternate Universe - Modern Setting, No Angst, Fluff, Getting Together, Falling In Love, Astronomy, SO MUCH FLUFF, Chess, Did I mention fluff?, Mute Remus Lupin, Selectively Mute Character, mute character",English,2020-08-24,Completed,2020-08-24,"8,624",1/1,21,623,98,"5,624","['Blaiddlleuad', 'marlenemckinnons_girlfriend', 'Marauders53263', 'suzylinne', 'aPreTtyLittleLIAR', 'Littlelionheart7', 'bethanyyrena394', 'nyx_lxu', 'Rainwater_Apothecary', 'idkanamewtf', 'fre3land', 'Kkchota', 'DoomForSunshine', 'ais05', 'thesadnesswillfossilize', 'BriMc', 'Graclynn4', 'Noelle913', 'purg_41009', 'babbalingbaboon', 'SaltyLena', 'hruvia', 'just_marss', 'jenny0204', 'KayAnne20', 'Meliitdf', 'romanecromancer', 'medusadeservedbetter', 'Soothing_solace', 'EmmaReadsBooks', 'dani_wants_wolfstar', '17_and_nothing', 'OnlyCrypticandMachiavellian', 'ilovemaisie', 'Nightreadingwithcandles', 'cloudsofneptune', 'Becmarauders', 'Aya_ok_x', 'divinefemininedisaster', 'Igakazimiera', 'Sishen', 'dumblador', 'she_was_a_fairy', 'Idontknow0987654321', 'AnaWritesThings', 'AwkwardApsara', 'Kontramarte', 'FuglyLobster06', 'lottsstories', 'notafanboy']",[],
26083138,His first move,"['Nachtjunges', 'SherlockHol (Nachtjunges)']",General Audiences,,Code Geass,,"Lelouch Lamperouge | Lelouch vi Britannia, Schneizel el Britannia, Nunnally vi Britannia, Euphemia li Britannia, Marianne vi Britannia","Fluff, One Shot, Pre-Canon, Chess, Knightmare Frames, Childhood",English,2020-08-24,Completed,2020-08-24,945,1/1,null,17,1,256,"['Daliapv', 'San_BlueSongs', 'Scarlet_Blade9', 'YukkiSandia', 'starlightroad', 'Mistlovessleep', 'charonozymandias', 'Jaxx0', 'irlpoopemoji', 'Idodia', 'ultraviolencenthusiast', 'Xenoe', 'LelouchKing99']",[],
25786423,A Game of Strategy and Heart,['Fangirlshrewt97'],General Audiences,"Gen, M/M",The Old Guard (Movie 2020),"Nile Freeman & Joe | Yusuf Al-Kaysani & Nicky | Nicolo di Genova, Joe | Yusuf Al-Kaysani/Nicky | Nicolo di Genova, Nile Freeman & Joe | Yusuf Al-Kaysani","Nile Freeman, Joe | Yusuf Al-Kaysani, Nicky | Nicolo di Genova, Andy | Andromache of Scythia","Team as Family, Team Bonding, Brother-Sister Relationships, Family Bonding, soft, Chess, history lesson, Attempt at Humor, Mild Language, Fluff, Teasing, Teaching, Joe gets to share and teach his favorite game to his newest sister!",English,2020-08-08,Completed,2020-08-08,"3,439",1/1,48,427,28,"2,706","['travelerthrutime', 'Lillinb83', 'Astrae_17', 'Soccerstar66', 'dylansm12', 'silentshadowsfeyqueen', 'FandomTravelers', 'Def_II', 'BubblegumDetective', 'LightsOut', 'paradigm_twist', 'lindsay12321', 'consilio_cameos', 'StarWatcher', 'AzzleDazzle', 'A_drop_of_colour', 'EKA0_0', 'my_little_tilly', 'PenguinGirl94', 'SchrodingersHalfling', 'M_Dawson00', 'Caitlyn33', 'bibi_373', 'Lillian1396', 'IHateChoosingUsernames', 'sheikab14', 'shoutingwalls', 'Galaxyofink', 'Limegreen4', 'Tarlan', 'MiraculousEquestrian', 'snarkivist', 'gasolineandgold', 'Sealie', 'marvelmeg', 'SignificantlyEmoName', 'megpie205', 'McNamara_Multifandom_Geek', 'eunoiapaint', 'windoftheuniverse', 'poisonred', 'welpje1999', 'Balk', 'Genderless_Dancer', 'CloudCappedTowers', 'Bayer', 'AdurnaBrisingr_iamSPARTAN', 'advanced_fanatic', 'luzith', 'sarisa']",[],
25717720,shut up heart,['orphan_account'],General Audiences,M/M,Harry Potter - J. K. Rowling,Viktor Krum/Ron Weasley,"Ron Weasley, Viktor Krum, Hermione Granger, Harry Potter, Madam Pomfrey, Fleur Delacour","gay panicking, POV Ron Weasley, Ron missing Harry, Hermione Granger is a Good Friend, Hermione Granger & Ron Weasely friendship, Book 4: Harry Potter and the Goblet of Fire, Not Canon Compliant - Harry Potter and the Goblet of Fire, I Wrote This Instead of Sleeping, Rare Pairings, Yule Ball (Harry Potter), Chess, One Shot, Short & Sweet, Short One Shot, Comedy, Attempt at Humor, Gay Panic, Harry Potter & Ron Weasley Friendship, Ron Weasley-centric, POV Ron Weasley in Goblet of Fire, No Smut, keeping it PG for da kidz, Ron deserves love",English,2020-08-04,Completed,2020-08-04,"1,516",1/1,9,619,37,"5,293","['princecharlesthe69th', 'itsmehahaha', 'HeavenforOTPs', 'Aislinn_cb18', 'zoedits320', 'Kaira_Hiwatari', 'NoThatsLancealot', 'elliven', 'Chanmy', 'NoisyPoetryPrincess', 'moonsunstars', 'TheycallmeMrsforgetable', 'RandomReader32', 'vangoghtheVII', 'TheGreekGod', 'Museu', 'Smol_Ladybug', 'Dulharp', 'reggieregcantswim', 'Eav_r', 'healing_sanctuary', '5thObserver', 'songzesura', 'Hyakuya93', 'iluvxchannie', 'NotDanni', 'Midnightmushroom0731', 'CrazyBoop', 'Lilithisme', 'Kumo_1218', 'Kyuoo_baemqz', 'Carolina1720', 'gakuanalice', 'aud_7', 'No_one_san', 'AkaruiHeiwa', 'Lemon_Lily', 'merip4361com', 'lazyweirdo', 'Camilad05', 'Yaoiloamo', 'ShitsAndGiggles', 'newtrally', 'Annabel247', 'HighlyArcola', 'Illknowitsomeday', 'Betty0w0', 'LaprasUniverse', 'PhoebeTheCreator', 'YYYildiz']",[],
25502959,Stratagem,['beemotionpicture'],General Audiences,Gen,"Fire Emblem Series, Fire Emblem: Fuukasetsugetsu | Fire Emblem: Three Houses",Claude von Riegan & Tiana von Riegan | Claude von Riegan's Mother,"Claude von Riegan, Tiana von Riegan | Claude von Riegan's Mother, Claude von Riegan's Father","Character Study, Chess Metaphors, happy birthday claude!, Claude von Riegan-centric",English,2020-07-25,Completed,2020-07-25,917,1/1,8,42,3,246,"['colombiche', 'Clue', 'hydrangeatattoo', 'AKnightOfAGoodKing', 'SongbirdStargazer', 'aldanise', 'TrinaAngel', 'Knaytingale', 'wisteria_prince', 'iureon', 'greypjuice', 'surprisepink', 'stickmarionette', 'electron_degeneracy', 'Fudgepies', 'euphemea', 'UmbraLobo', 'legendofthesevenstars', 'ttacticianmagician', 'ninian', 'TooAttachedToMusicals', 'blifuys']",[],
25288861,Best Play,['iolana5050'],General Audiences,M/M,"X-Men - All Media Types, X-Men (Movieverse), X-Men (Alternate Timeline Movies)","Erik Lehnsherr & Charles Xavier, Erik Lehnsherr/Charles Xavier","Charles Xavier, Erik Lehnsherr, Minor Characters","Chess, seriously, sooo much chess, Canon Compliant, Conversations, Dialogue Heavy, Old Friends, Missing Scene, Happy Ending",English,2020-07-15,Completed,2020-07-21,"7,537",12/12,2,20,null,393,"['Starlit_Rainz', 'luxamea', 'sacredORDINARYdays', 'sgm04027', 'Mellow_Tyrant', 'Sadie173', 'Lalaith_Quetzalli', 'LoLaSiDo', 'ProudWillow', 'GenuineSnoof', 'Eeirisrunna', 'Dissapointed_weirdo', 'Death_in_Samarra', 'S40m2']",[],
25389730,queen's gambit,['postfixrevolution'],General Audiences,Gen,Fire Emblem: Fuukasetsugetsu | Fire Emblem: Three Houses,Sylvain Jose Gautier & Edelgard von Hresvelg,"Sylvain Jose Gautier, Edelgard von Hresvelg","Pre-Timeskip | Academy Phase (Fire Emblem: Three Houses), Developing Friendships, Chess",English,2020-07-19,Completed,2020-07-19,"3,137",1/1,7,87,22,570,"['Jeanpurrlover', 'ningicoco', 'kris415', 'anaiarchy', 'LunarLesbian', 'axolotl21', 'monasterycats', 'Astariinthesky', 'RandomSinceWhenever', 'thecagedsong', 'bottlerocket', 'storakungen', 'Sumsum1855', 'kuroosemi', 'Monmoshi', 'yeetus_jeetus', 'lunarling', 'deliveryservice', 'SkyBlueMage', 'Empty_Reality', 'InterneTrash10ol', 'jjingjjing', 'Volossya', '084', 'Hiddlesgirl', 'AlizardJae', 'GoofPoof', 'spwoof', 'stuffed_with_love', 'coldbam', 'WhatsUpWithHer', 'Dragonstar19', 'the_gabih', 'AryaStormborn', 'GarbageboyStinkmanBelongsInTheToilet', 'mumagi', 'BreadyCakes', 'Itsgettinghotinhere', 'SuperNerd92', 'lygodium', 'hoodoo88', 'MQING108', 'princessdragonsun', 'viveriveniversumvivusvici55', 'NorthernSkyline', 'EriBlossom', 'rangiferina', 'friedeggs', 'fishesandwishes', 'shidemaru']",[],
25322119,An Ode to Those Who Will Live,['DevilsCry (Overtture)'],General Audiences,Gen,"Fire Emblem: Fuukasetsugetsu | Fire Emblem: Three Houses, Fire Emblem Series","Dimitri Alexandre Blaiddyd & Edelgard von Hresvelg & My Unit | Byleth & Claude von Riegan, Dimitri Alexandre Blaiddyd & My Unit | Byleth & Claude von Riegan","My Unit | Byleth, Sothis (Fire Emblem), Dimitri Alexandre Blaiddyd, Claude von Riegan, Hubert von Vestra (Mentioned), Edelgard von Hresvelg (mentioned)","Gender-Neutral My Unit | Byleth, Nonbinary My Unit | Byleth, They/Them Pronouns for My Unit | Byleth, Alternate Universe - Canon Divergence, Chess Metaphors, Post-Timeskip | War Phase (Fire Emblem: Three Houses), One Shot, Napping, or: byleths favorite place to take catnaps is on top of war plans, Dialogue Heavy, Hurt/Comfort, Angst with a Happy Ending, Grief/Mourning",English,2020-07-17,Completed,2020-07-17,"1,883",1/1,null,10,2,151,"['Nox_Scairbhin', 'DeputyStarrymountain', 'Mia_Rose', 'lygodium', 'Akinasan', 'AniM8dManga13']",[],
25319350,Chess,['AstraLowelle'],General Audiences,Gen,Sherlock (TV),Sherlock Holmes & John Watson,"Sherlock Holmes, John Watson","Sherlock Being Sherlock, Sherlock is a Brat, Chess, Drabble",English,2020-07-16,Completed,2020-07-16,100,1/1,null,9,null,93,"['Snoozydog', 'bdayeveryday9', 'PlaidPjs', 'greendays764', 'Tenshi304']",[],
25301695,July 16th,['The_Winged_Warrior'],General Audiences,M/M,sinyi tab | Tower of God,Khun Aguero Agnis/Twenty-Fifth Baam | Jyu Viole Grace,"Khun Aguero Agnis, Twenty-Fifth Baam | Jyu Viole Grace, Ship Leesoo, Androssi Zahard, Anak Zahard Jr., Yu Han Sung","Alternate Universe - High School, Chess, Students, A daily day in the life of khunbam, Fluff, humor?, an attempt at it i guess",English,2020-07-16,Completed,2020-07-16,"2,021",1/1,16,222,15,"1,090","['thepinkestpeony', 'aileen22', 'Daisy_wants_a_dream', 'Lumi_lavender', 'kuregure', '3150', 'Yizekai', 'blueglassmoon', 'starosta', 'The_pressure_of_days', 'Darlingful', 'pantoneoftheskies', 'awakened_treepanda', 'chaniinobu', 'SweetsPrincess', 'alicecoolwater', 'WaterRose3', 'violesviolin', 'MikaP', 'honey_in_clouds', 'RiverGalleon493', 'paughtasinistra', 'Nfro94', 'TooManyDamFandomsToName', 'chaavi', 'moonbae_serendipity', 'antisocial_msgirl', 'donutstalker', 'cale_krso', 'Hokozari', 'heartaire', 'Bera_1', 'Yoru_25thnight', 'Moonyshewolf', 'Raeili64', 'Nym0s', 'speedwagons_hat', 'ennacoure', 'Riliviolet', 'Sumsum1855', 'Taragon', 'pancak3s', 'krispyphantom', 'Zero5374', 'xxxMiaHikarixxx', 'TheDarknessQueen', 'pea_pea_pea_peanut', 'RA_XE', 'Flitzereth', 'AgueroMyBae']",[],
19254757,What it means to climb mountains,['maplewoodmoth'],General Audiences,"M/M, Gen",Harry Potter - J. K. Rowling,"Viktor Krum/Ron Weasley, Ginny Weasley & Ron Weasley, Hermione Granger & Harry Potter & Ron Weasley, Harry Potter & Ron Weasley, Hermione Granger & Ron Weasley, Ron Weasley & Viktor Krum","Ron Weasley, Ginny Weasley, Viktor Krum, Charlie Weasley","No character bashing in this fic, Ever - Freeform, Ron Weasley-centric, Ron Weasley Appreciation, i just got a bug in my fingers for harry potter rare pairs so like, guess who is writing it, this is about chess (which i do not understand), and self introspection and moping about friends (which i do understand), and meeting your celebrity crush and just fuckin going for it trying to make friends, and not listening to your sister as often as you should (which i am familiar with)",English,2019-06-17,Completed,2020-07-09,"9,107",4/4,86,911,116,"9,861","['Elisepog2020', 'Fyrfyrk', 'Meow_MowQ1', 'JadedBlack', 'Lewandowska', 'Sir_I_am_sad', 'Am_N12', 'Grapebubblegum', 'LilyRose_Luna', 'No_Pants_Dance1', 'Cloudyweb4', 'Self_Indulgent_Biscuit', 'Windy_Bluebelles', 'moewritesstuff', 'Bambisobsessions', 'zoedits320', 'elliven', 'Chanmy', 'Allegoridios', 'vaxiez', 'symef', 'Volkov99', 'bluesea89', '4libero', 'honey_bee_buzz', 'Whatthefuckfred', 'CherryVampire', 'El_Aguacate_Jack', 'Grammarrrrrr2', 'vangoghtheVII', 'BabyTheLady', 'Koda_Kenobi', 'BABI082', 'mmr29', '2sp00ky4me', 'Simply_Peachy', 'Dulharp', 'Eav_r', 'child_of_stardust', 'healing_sanctuary', 'weeping_samael', 'Newt_the_glue', 'songzesura', 'Hyakuya93', 'Ar0ac3', 'Octo_Nautica', 'Midnightmushroom0731', 'Miso_sleepy', 'Crimson_Fellscott', 'rina_ystala']",[],
25150204,Sleep is for the weak,['JustTheWriter'],General Audiences,M/M,Wen Hao sutoreidotsugusu | Bungou Stray Dogs,Dazai Osamu/Nakahara Chuuya (Bungou Stray Dogs),"Dazai Osamu (Bungou Stray Dogs), Nakahara Chuuya (Bungou Stray Dogs), Ozaki Kouyou (Bungou Stray Dogs), Mori Ougai (Bungou Stray Dogs), Oda Sakunosuke (Bungou Stray Dogs)","Platonic Relationships, Soukoku | Double Black (Bungou Stray Dogs), Port Mafia Dazai Osamu (Bungou Stray Dogs), Oda Sakunosuke Lives (Bungou Stray Dogs), Author Is Sleep Deprived, Sleep Deprivation, Caring Dazai Osamu (Bungou Stray Dogs), Nakahara Chuuya Is So Done (Bungou Stray Dogs), Port Mafia (Bungou Stray Dogs), Parental Ozaki Kouyou (Bungou Stray Dogs), I Wrote This Instead of Sleeping, Alcohol, Young Dazai Osamu/Nakahara Chuuya (Bungou Stray Dogs), Fluff, Drinking, Chess, Mafia Soukoku | Double Black (Bungou Stray Dogs)",English,2020-07-08,Completed,2020-07-08,"4,138",1/1,2,160,6,"3,179","['Nekohanko', 'Sullied_Sadness2383', 'l_nely_cat', 'Scarameowlover', 'straychxya', 'Kira217', 'Toasty_E', 'Myackerel', 'Zukitogi', 'MochizukiFan', 'yoobiese', 'Eternal_Neiah', 'NobodySoDontQuestionIt', 'Ni5htm4re', 'Pytho', 'YourWorldMaker', 'cryptid_icarus', 'STILL_UP_AT_3AM', 'Hannah200613', 'Elliefuckme', 'rainofthevalley', 'IIIbooIII', 'QuinnAlayn', 'Airpurrlane', 'solatuis', 'SmellyBoot', 'Tobi_Sempai', 'Miss_Atobe', 'val_library', 'viithevee', 'yirbababoeey', 'Animeloveanime1', 'Azurette', 'chuuyaswhore', 'Cringeatsushi', 'Poppie1001', 'Sliver_Nightshade', 'BlowingYourMind', 'Harry_Wolf', 'Krazecat', 'cherryousama', 'Savanas37', 'qwertycatbts13', 'MorenaEnima', 'Linary', 'venxs', 'portrairofdae', 'Chelly_chuu', 'fangirl7779', 'RonniMacaroni']",[],
25107175,Zugzwang,['white_em'],General Audiences,Gen,"Star Wars - All Media Types, Star Wars Sequel Trilogy",,"Armitage Hux, Leia Organa","Missing Scene, Chess, Chess Metaphors",Russkii,2020-07-06,Completed,2020-07-06,"1,820",1/1,null,6,null,24,"['Sheba2806', 'SaaRi']",[],
24823027,d3Ku-M,"['SkylerSkyhigh', 'Tereox_X']",General Audiences,Gen,Pu nohi-ro-akademia | Boku no Hero Academia | My Hero Academia,Midoriya Izuku & Everyone,"Midoriya Izuku, U.A. Faculty (My Hero Academia), U.A. Students (My Hero Academia), Nezu, Inui Ryou | Hound Dog, Ishiyama Ken | Cementoss, Kayama Nemuri | Midnight, Maijima Higari | Power Loader, Yagi Toshinori | All Might, Tsukauchi Naomasa","Midoriya Izuku-centric, Midoriya Izuku Has a Quirk, Cute Midoriya Izuku, Midoriya Izuku Does Not Have One for All Quirk, Midoriya Izuku Needs A Hug, Midoriya Izuku is a Ray of Sunshine, Fear, Being Lost, Sad, Angst, Angst with a Happy Ending, Angst and Hurt/Comfort, Hurt No Comfort, Hurt, Hurt/Comfort, Emotional Hurt/Comfort, Emotional Hurt, Fluff, Internet, Computer Viruses, Crying, Protective U.A. Faculty (My Hero Academia), U.A. High School (My Hero Academia), Character Death, Grief/Mourning, Trust, Family Bonding, Bonding, Chess, Comfort, drone, Not Canon Compliant, Trapped, Kidnapping, all might is a dumbass, Robots",English,2020-06-22,Completed,2020-07-04,"8,345",7/7,155,"1,224",265,"8,848","['oxoX_Kumi_Xoxo', 'neutronstars', 'Toast_bandit', 'Uhtceare_ne_tweogan', 'Turtle_rights', 'Lanzi', 'slivka_or_cherry', 'BlackSmith2020', 'Sonyarty', 'Cloudyskyz', 'AikaKenshi', 'HyouShina', 'DarkAngel99', 'RobinQuinton', 'sunny_0808', 'Lunarr_exists', 'AstronautButterfly', 'purplecookieswithcoffee', 'ambiguouslyOminous', 'Jayfeather1527', 'stormcat87', 'Bennydoodle', 'Thelovelycat', 'lylac10', 'lana1122', 'spilled__ink', 'Saintbee', 'bread_bree', 'SpicyRaine', 'Mary0301', 'BuggsieBlack', 'Shycatash', 'DannyyDiabloo', 'RhymeswithRoe', 'Milkhead', 'Green_1_Bean', 'OlivesAce', 'EllaHulk', 'krisppp', 'Thegrimreapershellhole', 'PaintedMask', 'ranboo_stole_my_gender', 'Ilikesillycatsmeow', 'Red_Moth', 'RandomHamster21', 'darkvampirekisses', 'arsenyxxx', 'Anarchy_Boiii', 'Ctrl_delete', 'bluescluedin']",[],
25061359,Golden Fear,['PatchesIsSorry'],General Audiences,Gen,Harry Potter - J. K. Rowling,"Luna Lovegood & Harry Potter, Luna Lovegood & Ron Weasley","Luna Lovegood, Ron Weasley, Albus Dumbledore, Harry Potter","Implied/Referenced Child Abuse, but not worse than canon, Just actually addressed, BAMF Luna Lovegood, Ron Weasley is a Good Friend, Hogwarts Second Year, Luna deserves better, The Golden Trio, I don't know why the golden trio were so mean to her in canon, Boggarts, Chess, Luna just does things, No one can stop her",English,2020-07-04,Completed,2020-07-04,"6,625",1/1,25,486,105,"2,869","['Davitoro', 'NaruandMai', 'SukiRosa33', 'swaggeroo', 'KierantheMoth', 'Axientyisme', 'Elin_I_guess', 'IchbinToffee', 'RedactedLurker', 'ErzasCake', 'CATastrophic29', 'CelSunbeam', 'Mysterymew', 'Regulus_Aurum', 'StrangeBirdie', 'Rius_Billius_Pendragon', 'MarrianaDunn', 'thyheartbroken', 'SendHelpAndCookies', 'NottheVoid', 'Zephyr_G', 'pandaluna', 'icarusphil', 'Diabolus_In_Musica', 'astronautchaos', 'dispris', 'capupln', 'oceAn_Sees_bLuE', 'Bookwormandcheezitlover', 'not_mcloving_it', 'nimsy1920', 'badaza', 'LeodaVinci', 'byeliminal', 'KoiPotato', 'why013', 'Pea_quod', 'Anonymous_Twig', 'starlight_ablaze', 'pictsiegirl', 'AsteroideB612', 'Thegoodestbarber', 'HarlequinGirl', 'ooooshiny', 'JohnMartin', 'niiccoo', 'A_mie', 'Al_zriel', 'amazon6', 'cranio_immortale']",[],
25029751,Every Hunter Knows Strategy,['Quinny_555'],General Audiences,,"Supernatural, Criminal Minds (US TV)",Spencer Reid & Sam Winchester,"Sam Winchester, Spencer Reid","100 word drabble, Chess, Alternate Universe - Supernatural Hunters",English,2020-07-02,Completed,2020-07-02,100,1/1,1,90,2,"1,427","['BugBungled', 'Anonymous1212', 'icedpattycakes', 'miagirl3', 'clevercookie94', 'Siver_LS', 'sushirapper', 'Senkaze', 'silversolarsystems', 'Drumsticks___Dragons', 'WhyDoIStillExist', 'buddy17338', 'kiowades', 'CryingFORSYTHIA', 'Sc0208', 'Mistika17', 'savinggrace', 'SpeedyHorseC', 'TheLoudlyHappy', 'MarchioDoesntCare', 'Lily_Mercy', 'SketchingShelly', 'ImNotHuman', 'Fuck_ImTrying', 'KitsuneIcechan', 'squarebutnosides', 'les_bean21', 'NightingalePeaches', 'eliise543', 'KadmeRead', 'Mayonaka_Arisu_D_Mayumi', 'NIKIWINCHESTER67', 'Caelan1963', 'NothingEitherGoodOrBad', 'Ravenclawdiadem16', 'ReadintheReeds', 'AlxMrk', 'ProphecyFlame', 'occasionally_always', 'Birds_Of_Sky', 'MillaMorningstar', 'Cyber_Kunoichi', 'PAN_panic', 'my_lavenderworld', 'thecharoite', 'Taco_Girl', 'AddHaley', 'The_LiBEARian', 'khaleesi_of_the_fandoms', 'Darkmoon1357']",[],
24997399,another chess game,['orphan_account'],General Audiences,M/M,"Falsettos - Lapine/Finn, Falsettos - Lapine/Finn (Broadway Cast) RPF",Whizzer Brown/Marvin,"Whizzer Brown, Marvin (Falsettos)","act two era, hospital era, Mostly Fluff, Chess, just cute boys being sweet, Bittersweet, i listened to the workshop again",English,2020-06-30,Completed,2020-06-30,"1,016",1/1,3,73,2,491,"['incharacter', 'TheDirtySpirit', 'Chez_Byers', 'bleeples', '2yummylazy', 'pretty_boy_is_in_demand', 'rosemary_frog', 'cr1ngeculture', 'supvrnova', 'whizzerdeservedbetter', 'praisesataan', 'ArthurMarnonx', 'harmonydove13', 'Ethereal_Potato', 'robertdownerjr', 'seokies06', 'supernova987', 'amarillecer', 'TheLovelyOrchid', 'Sigraile', 'Queeniac', 'letthefleshinstructthemind', 'catmrib', 'SheWantsItAll', 'sydney_opera_house', 'princetore', 'maccasmilkshake', 'mothman182', 'ramenjoji', 'rev1832', 'YourAveragePlankton', 'bipola_red', 'mercurysstatic', 'Southerner_holby', 'thepinkus27', 'towelsoup874', 'pwopahnetazeta', 'maybeeatspaghetti', 'ElinorBlack', 'Somebodywithawifi', 'Trashcan_Sam', 'DumbTheatreKid', 'stripyscarves', 'pass_the_sugar']",[],
24955852,The Mad Queens Game,['Nicholas_Lucien'],General Audiences,Gen,Forever Knight,Nicholas Knight & Lucien LaCroix,"Nicholas Knight (Forever Knight), Lucien LaCroix, Janette DuCharme","Vampires, Chess, game, Reconciliation, Flashbacks",English,2020-06-28,Completed,2020-06-28,"3,051",5/5,6,11,2,118,"['SwitchbladeEyes', 'TKei', 'TheFruitBat', 'Calliope24', 'PJ1228', 'PegasusV', 'dlyt']",[],
